Voter,Gender,Age,Shares
Clinton Hamilton,male,56-65,1
Brandon Cookerly,male,46-55,1
Machelle Harrold,female,46-55,1
Kevin Simmons,male,36-45,1
Felicia Fauntleroy,female,46-55,2
Sierra Johnson,female,36-45,1
Chad Sims,male,56-65,1
Steve Glenn,male,36-45,1
James Owens,male,36-45,3
Mary Hale,female,36-45,1
Barbara Messer,female,36-45,1
Jonathan Richmond,male,46-55,1
Otis Pickens,male,65+,1
Lucille Jolly,female,36-45,6
Dustin Finney,male,46-55,2
Cliff Miller,male,65+,3
Patricia Mcclure,female,46-55,1
Luanne Guthrie,female,65+,1
James Hermann,male,46-55,1
Dan Gil,male,65+,2
Robert Kornreich,male,46-55,1
Melvin Coleman,male,65+,1
Brandi Brooks,female,18-25,1
Charles Kenimer,male,56-65,2
Bessie Anthony,female,56-65,1
Nicole Bowers,female,56-65,3
Daniel Turner,male,36-45,1
Kristin Lucas,female,46-55,1
John Lang,male,65+,1
Joseph Schwartz,male,65+,1
Neil Stiles,male,36-45,1
Kelli Angelini,female,65+,6
Diana Williams,female,46-55,1
Ruth Spears,female,36-45,1
Nancy Lynch,female,46-55,2
Cristina Murphy,female,56-65,5
Dwayne Mathwich,male,36-45,1
Roy Heinsohn,male,56-65,1
Timothy Law,male,65+,1
Sheila Jackson,female,56-65,1
Vincent Cordon,male,46-55,1
Brian Mcclimon,male,46-55,1
Rebecca Bracken,female,56-65,1
Ruben Sofranko,male,36-45,4
Timothy Rizvi,male,46-55,2
Wade Pifer,male,36-45,2
Wayne Jefferson,male,56-65,1
Linda Fulk,female,36-45,1
Ronnie Jenkins,male,65+,3
Carole Hong,female,26-35,1
Ora Demski,female,46-55,1
Jacob Ginn,male,65+,1
Donald Clements,male,56-65,1
Thomas Wroblewski,male,65+,1
Thomas Oreilly,male,36-45,6
Jessica Poremski,female,46-55,1
Harriett Almeida,female,46-55,2
Rene Jo,male,46-55,1
Wendy Cox,female,46-55,1
Sharon Rosen,female,36-45,1
Laura Tippets,female,56-65,1
Robin Tucker,female,56-65,1
Jerome Hawks,male,36-45,1
Daniel Hansen,male,36-45,1
Kathleen Ebert,female,46-55,1
Annie Kuhl,female,56-65,1
Ashley Radigan,female,65+,1
Sabrina Mengel,female,46-55,5
Lillian Adams,female,65+,1
Elwood Benge,male,65+,6
Ruth Gruen,female,36-45,1
Clinton Murdock,male,46-55,1
Emily Batie,female,46-55,1
Linda Paddock,female,46-55,1
Adam Chavez,male,65+,5
Ricky Oshiro,male,46-55,3
William Aiken,male,56-65,1
John Gray,male,36-45,1
Steven Harris,male,36-45,1
Mildred Kannel,female,65+,1
Mary Creed,female,36-45,4
Bertha Colson,female,46-55,2
Betty Hall,female,46-55,1
Rochelle Scholle,female,46-55,2
Hazel Jacobson,female,56-65,1
Wanda Vang,female,46-55,1
Barry Whited,male,36-45,1
Charles Caldwell,male,65+,2
Cody Evans,male,46-55,1
Daryl Walters,male,46-55,2
Michael Mcclelland,male,46-55,1
Derek Costa,male,46-55,1
Daniel Fouch,male,36-45,1
Robert Aitken,male,65+,1
Clarence Booker,male,36-45,1
Janice Braswell,female,56-65,1
Robert Fox,male,46-55,1
Shelby Chute,female,46-55,1
Joan Price,female,65+,1
Grady Ruble,male,36-45,1
Geneva Abel,female,36-45,2
Christopher Grotts,male,46-55,1
Jacqueline Morales,female,36-45,2
Jeff Smith,male,46-55,1
Evelyn Fredette,female,46-55,1
Angela Thompson,female,26-35,1
Peggy Martin,female,46-55,1
Patricia Barbagallo,female,65+,1
Susan Dorsey,female,65+,1
Anissa Bass,female,36-45,1
Louis Christiansen,male,56-65,3
Jesse Long,male,56-65,1
Emma Duprey,female,46-55,1
Vella Smith,female,65+,1
Maricela White,female,46-55,3
Phyllis Gertz,female,46-55,1
Fernando Cook,male,46-55,1
Reva Carvin,female,56-65,1
Kate Bennett,female,46-55,1
Paula Thomas,female,36-45,2
Laverne Williams,female,36-45,1
Bobby Sanges,male,46-55,1
Bobbi Dube,female,56-65,1
Roy Pautz,male,36-45,1
Ricky Jones,male,65+,1
Kevin Hill,male,65+,1
Eugene Lee,male,36-45,1
Marion Ramirez,male,36-45,1
Larry Mitchell,male,46-55,1
Kristina Roberts,female,36-45,2
Marcia Short,female,36-45,1
Albert Vermillion,male,65+,2
Dorothy Schwing,female,56-65,1
John Bertrand,male,46-55,1
Richard Hernandez,male,65+,1
Charles Erhardt,male,46-55,1
Esther Lee,female,36-45,3
Danny Blank,male,46-55,1
Helen James,female,46-55,2
Erik Carter,male,46-55,1
Heidi Perea,female,46-55,1
Dwight Benson,male,46-55,1
Jose Chamberlin,male,46-55,3
James Tanaka,male,46-55,1
Mark Rehm,male,36-45,1
Laura Johnson,female,56-65,3
Donald Eversoll,male,46-55,1
Mary Alvarado,female,56-65,1
Lorie Hogg,female,65+,1
Richard Popovich,male,46-55,1
Ruth Dunn,female,46-55,1
David Villeda,male,46-55,1
Lea Wiley,female,46-55,2
Joseph Mcnally,male,46-55,1
Jennifer Clark,female,36-45,1
Donald Ervin,male,36-45,1
Denise Shaffer,female,36-45,4
James Schmidt,male,36-45,1
Angelique Hanson,female,56-65,3
Eugene Adams,male,56-65,1
Lee Ayala,male,56-65,1
Joseph Lewis,male,46-55,1
Daniel Brinton,male,46-55,1
Paul Babcock,male,65+,2
Bradley Medley,male,46-55,1
Shirley Mason,female,56-65,1
Jennifer Vanderwal,female,36-45,6
James Mcgary,male,36-45,2
Marcy Heacock,female,65+,1
Jason Powers,male,46-55,1
Karen Wertz,female,46-55,2
Leon Patterson,male,46-55,1
Louise Manis,female,46-55,1
Mercedez Pierre,female,46-55,1
Lynne Unger,female,65+,1
Joy Garrity,female,36-45,3
Robert Beasley,male,46-55,1
George Pearson,male,65+,2
Michael Jones,male,36-45,1
Jeanne Posson,female,36-45,1
Clint Freeman,male,36-45,1
Isaac Carrier,male,18-25,1
Roxanne Barrows,female,56-65,1
Clint Torpey,male,46-55,1
Beth Heald,female,46-55,4
Dallas Hall,male,65+,1
Glenn Thomasson,male,46-55,1
Chad Davidson,male,36-45,1
Andrew Riggins,male,65+,3
William Cupit,male,46-55,1
Kristen Dombroski,female,65+,4
William Robledo,male,65+,2
Richard Galvan,male,46-55,1
Ida Johnson,female,36-45,1
Janice Veney,female,46-55,2
Anna Beck,female,56-65,4
Alyssa Coon,female,56-65,1
Alexander Granados,male,46-55,2
Patricia Daniels,female,56-65,6
Adriana Gallego,female,65+,1
Elizabeth Harris,female,65+,2
Matthew Coronado,male,65+,1
Laureen Vazquez,female,46-55,3
Teresa Liestman,female,56-65,2
Max Baier,male,36-45,1
Marcella Brown,female,56-65,1
Michael Lane,male,46-55,2
David Franks,male,18-25,1
Christopher Mcadoo,male,36-45,1
John Fain,male,46-55,4
Wendy Park,female,46-55,2
Susan Beabout,female,56-65,1
Charles Duey,male,65+,1
Michelle Gagnon,female,46-55,1
Laura Herring,female,36-45,5
Sandy Dunn,female,46-55,1
Carlos Perez,male,65+,1
Claudia Hunt,female,36-45,1
Jennifer Winks,female,46-55,1
Theresa Mcgowan,female,56-65,1
Kyle Gibson,male,65+,2
Caitlin Somma,female,36-45,1
Terry Smith,female,36-45,2
Lillian Berumen,female,46-55,1
Greg Kellum,male,65+,1
Rose Vanhouten,female,46-55,1
Patrick Hoglund,male,56-65,1
Harold Robertson,male,36-45,4
Sarah Raymond,female,36-45,1
Michael Lenoir,male,36-45,2
Vera Fournier,female,36-45,1
Luis Brown,male,46-55,1
Philip Marro,male,36-45,1
Jeannette Bullard,female,56-65,1
Alicia White,female,56-65,1
Evelyn Schexnayder,female,56-65,8
Mary Sera,female,36-45,1
Adam Mayville,male,56-65,1
Jeffrey Melendez,male,46-55,1
Gary Minor,male,46-55,1
Kathryn Otero,female,46-55,1
Richard Aronow,male,46-55,3
Anthony Hein,male,36-45,1
Nellie Kujawa,female,46-55,1
Christine Miller,female,46-55,1
Brian Hacker,male,65+,3
Jesse Jordan,male,56-65,1
David Jenkins,male,46-55,1
Kenneth Faulk,male,46-55,1
Sharon Casey,female,36-45,1
Melba Smith,female,46-55,1
Faye Heuer,female,56-65,1
Gregory Ennen,male,46-55,1
Shirley Fulton,female,26-35,1
Shonda Schug,female,46-55,1
Keith Santos,male,65+,1
Juana Thomas,female,46-55,1
Jimmy Gonzalez,male,46-55,3
Jon Bowen,male,46-55,1
Raymond Pulis,male,46-55,1
Michael Steenberg,male,46-55,1
Lorene Toevs,female,36-45,1
Helen Wyatt,female,46-55,1
Danny Zepeda,male,46-55,1
David Heppner,male,56-65,1
Carlos Vickery,male,36-45,1
Carey Grillo,female,46-55,1
Eugene Ziolkowski,male,56-65,1
Jeannie Berry,female,46-55,1
Tonya Johnson,female,46-55,2
Fred Tinker,male,46-55,1
Eun Gonzalez,female,65+,1
Thomas Caples,male,46-55,1
Christopher Penn,male,36-45,2
Geneva Henderson,female,65+,1
Marty Gorman,male,46-55,2
Angela Littrell,female,46-55,1
Steve Tompkins,male,46-55,1
Shamika Potter,female,65+,1
Michael Haigler,male,65+,2
Susan Bradley,female,46-55,2
Patrick Charlton,male,26-35,2
James Mcbride,male,26-35,1
Paul Steele,male,46-55,5
James Mccarthy,male,56-65,2
Ernestina Fletcher,female,46-55,3
Carlos Butler,male,36-45,1
Aaron Coleman,male,65+,1
James Kaufman,male,46-55,1
Julie Berkowitz,female,36-45,2
William White,male,65+,1
Michele Rigby,female,65+,1
Joyce Thompson,female,46-55,2
Maria Mcglothin,female,46-55,1
Thomas Carter,male,46-55,1
Joseph Dwelle,male,26-35,1
Robert Keith,male,65+,1
Angelica Candler,female,46-55,1
Edwin Mench,male,56-65,1
Danny Kirkwood,male,46-55,1
Sharon Leon,female,46-55,1
Sam Malach,male,46-55,2
Michael Thomas,male,46-55,2
Scott Bocook,male,46-55,1
Chase Yeah,male,46-55,1
Anita Brigman,female,46-55,1
Arnold Smith,male,36-45,5
Carlton Mattison,male,46-55,2
James Burris,male,46-55,1
Kristen Glover,female,65+,28
Mae Krauss,female,36-45,1
Jeanne Harrison,female,36-45,1
Jack Culp,male,46-55,1
Salvatore Benton,male,46-55,1
Albert Yang,male,56-65,3
Jennifer Green,female,36-45,6
Rogelio Leon,male,65+,4
Cory Mcdaniel,male,56-65,1
Erich Schmidt,male,46-55,1
Natalie Romig,female,46-55,1
Carole Moll,female,36-45,2
Lenita Ferguson,female,46-55,1
Bennie Shepard,male,46-55,1
Christine Mcallister,female,46-55,1
Michael Giardina,male,36-45,1
Richard Jiles,male,36-45,2
Charles Deubner,male,18-25,1
Esther Diaz,female,26-35,1
Jana Roberts,female,46-55,1
Jennifer Raiola,female,46-55,1
Andrea Mason,female,56-65,2
James Dowst,male,56-65,2
Tamara Simms,female,56-65,4
Barbara Henderson,female,56-65,1
John Edwards,male,46-55,1
James Mcginn,male,46-55,1
William Lee,male,65+,1
Preston Galaviz,male,46-55,1
Elsie Urban,female,65+,21
Elmer Dodson,male,56-65,1
Catherine Klein,female,36-45,1
Edith Hayes,female,65+,1
Lisa Aldape,female,56-65,2
Trisha Turner,female,65+,1
Bernard Taylor,male,46-55,1
Gwendolyn Norton,female,46-55,5
Rebecca Swenson,female,36-45,1
Michael Hughes,male,26-35,1
Bruce Aguirre,male,36-45,1
Alvaro Canary,male,65+,3
Katherine Koral,female,46-55,1
Samuel Baker,male,46-55,12
Lois Fox,female,36-45,2
Barbara Humphreys,female,65+,1
Steven Goodwin,male,46-55,1
Lillian Melendez,female,65+,1
Katherine Bradford,female,36-45,1
Gary Mason,male,65+,2
James Villarreal,male,46-55,2
Margaret Griffith,female,46-55,1
Paul Myers,male,46-55,1
Maria Weaver,female,46-55,1
Hallie Ballance,female,56-65,1
John Byrd,male,46-55,1
Susan Stevens,female,36-45,1
Linda Ward,female,46-55,1
Alison Meador,female,46-55,1
Sharon Hicks,female,46-55,1
Emma Howe,female,46-55,1
John Rash,male,36-45,1
Marshall Zimmerman,male,46-55,1
Thomas Severin,male,46-55,1
Ralph Escobar,male,46-55,1
Layne Kleven,female,36-45,2
Christine Lamy,female,26-35,1
Audrey Casey,female,46-55,1
Charles Jackson,female,65+,1
Ela Salley,female,65+,1
Mark Walker,male,46-55,1
Minnie Francescone,female,56-65,10
Johnathon Delgado,male,46-55,1
Peter Coleman,male,36-45,2
David Owens,male,46-55,1
Carla Evans,female,56-65,1
Clarence Prey,male,46-55,1
Jeremy Jackson,male,65+,1
Keith Williams,male,46-55,1
Marie Lyles,female,46-55,6
Martin Johnson,male,26-35,1
Edward Moore,male,46-55,1
Thelma Medrano,female,18-25,1
Bonnie White,female,65+,2
Frances Gibbons,female,36-45,2
Evelyn Seman,female,46-55,1
Anthony Costain,male,65+,2
Stanley Jones,male,65+,1
Larry Archibald,male,46-55,1
Patty Appell,female,56-65,3
Brandy Gonzalez,female,65+,1
Nick Mctigue,male,56-65,1
Ralph Redmond,male,46-55,1
Jonna Germain,female,36-45,3
Amanda Carrick,female,65+,2
Modesto Mitchell,male,46-55,1
Douglas Soron,male,65+,2
Carl Novack,male,46-55,1
Jerome Hayes,male,46-55,1
Joyce Scott,female,46-55,2
Wesley Sanchez,male,56-65,1
William Fernandez,male,56-65,2
Arturo Livengood,male,65+,1
Joyce Pena,female,46-55,1
Erin Dingess,female,65+,2
Inez Meister,female,56-65,1
Jamie Sailors,male,65+,1
Andrew Sheline,male,36-45,1
Rebecca Mauney,female,56-65,1
Katie Decook,female,65+,2
John Wilkerson,male,46-55,4
Brittany Silva,female,46-55,1
Maria Raygosa,female,46-55,1
Lynn Willis,male,46-55,1
Kelvin Michelotti,male,46-55,1
Geraldine Rodriguez,female,56-65,1
Bobbye Goodrich,female,46-55,2
Deborah Feuerborn,female,36-45,1
Charlene Martin,female,36-45,1
Miriam Woodson,female,65+,1
Lauren Wells,female,46-55,1
Max Ing,male,46-55,3
Guy Clapp,male,18-25,4
Krystal Ingle,female,36-45,1
Hector White,male,36-45,1
Shirley Brown,female,46-55,1
Fannie Janis,female,46-55,3
Thomas Campbell,male,65+,1
Marsha Long,female,46-55,2
Angla Harris,female,46-55,3
Michael Rumph,male,56-65,1
Phyllis Delsignore,female,56-65,1
Donna Nichols,female,46-55,1
Carolyn Mendoza,female,36-45,1
William Johnson,male,56-65,1
Peter Lindberg,male,46-55,1
Steven Bean,male,46-55,2
Richard Granger,male,46-55,1
Gregory Bliss,male,46-55,3
Patricia Dickerson,female,36-45,1
Santiago Simmons,male,65+,1
Zelda Sanchez,female,46-55,1
Rosemary Hill,female,46-55,1
Mi Park,female,46-55,2
Rebecca Bumpus,female,46-55,2
Jeanne Sumner,female,56-65,1
Patrick Knutson,male,26-35,1
Lina Brehm,female,65+,1
John Amundson,male,56-65,3
Leona Hill,female,36-45,1
Elizabeth Rasmussen,female,46-55,1
Ruth Hulsey,female,65+,8
Angela Gibbons,female,65+,3
Jose Delk,male,46-55,1
David Carpenter,male,56-65,1
Paul Trexler,male,36-45,1
Leslie Orr,female,56-65,3
Ruth Shadwick,female,46-55,1
James Mahon,male,46-55,1
Novella Bates,female,56-65,1
Shalonda Sauer,female,46-55,1
Jennifer Adkerson,female,56-65,1
Jennie Moore,female,65+,1
Diane Colanero,female,56-65,26
Celeste Labonte,female,46-55,1
Clarence Bruce,male,46-55,1
Randy Turner,male,56-65,1
Mildred Jackson,female,46-55,2
Chester Canada,male,65+,1
Roger Magos,male,36-45,1
Abram Chisler,male,46-55,1
William Murphy,male,65+,1
Coy Mcnamee,male,46-55,1
Matthew Smith,male,56-65,3
Dolores Williams,female,36-45,1
Annie Peterson,female,65+,1
Kate Gouty,female,46-55,2
Blake Gardner,male,36-45,1
Henry Goode,male,36-45,1
Howard Rich,male,46-55,1
Maria Matos,female,56-65,2
Alan Swartz,male,46-55,1
John Bryan,male,46-55,1
Tasha Custodio,female,46-55,1
Yvonne Peebles,female,56-65,1
Gina Jones,female,36-45,3
Jeffery Cook,male,46-55,1
Lawrence Wigley,male,46-55,3
William Thomas,male,46-55,1
Trenton Bunda,male,65+,1
Alma Chisam,female,46-55,2
Vincent Morgan,male,46-55,1
Walter Hunter,male,46-55,1
Miguel Hughes,male,46-55,1
Alva Carrier,female,46-55,1
Aaron Anderson,male,46-55,1
Michael Kitt,male,65+,1
Rebecca Wooten,female,65+,4
Diane Meek,female,56-65,1
Tyler Mccabe,male,46-55,1
Tressie Cavett,female,56-65,1
Mark Whitaker,male,46-55,1
Kelly Martin,female,65+,1
William Helton,male,18-25,1
Timothy Boyer,male,36-45,1
Earl Garza,male,36-45,2
Willard Anderson,male,46-55,1
Joseph Connors,male,36-45,1
David Ewert,male,46-55,1
Angela Mcdaniels,female,36-45,2
Sidney Winters,male,36-45,58
Jacob Fontenot,male,36-45,1
Rosie Orellana,female,46-55,1
Jesse Smith,male,46-55,2
Mary Ochoa,female,46-55,5
John Conley,male,56-65,1
Juanita Norton,female,18-25,1
Charlie Clark,male,46-55,1
Ralph Huff,male,56-65,1
Jessica Rahn,female,46-55,2
Enola Light,female,46-55,16
Don Cobine,male,46-55,1
Thomas Myers,male,46-55,1
Jacqueline Jones,female,65+,1
Charles Anderson,male,46-55,1
Albert Perkins,male,65+,1
Kenneth Caudill,male,56-65,1
Frank Trover,male,46-55,1
Henry Dyson,male,46-55,12
Barbara Webb,female,46-55,1
Deborah Johnson,female,36-45,1
Abe Gibson,male,46-55,1
Brenda Maher,female,65+,1
Gary Humphries,male,46-55,3
Leah Debose,female,36-45,2
Darrell Dozier,male,56-65,1
Roger Morgan,male,46-55,1
Darrin Mccurdy,male,36-45,1
Christopher Owings,male,36-45,1
Diane Stark,female,65+,1
Curtis Kelly,male,36-45,1
Dawn Hesselschward,female,46-55,3
David Mclain,male,65+,1
Myron Mckendrick,male,65+,1
Mary Reed,female,65+,1
Bonnie Echeverria,female,46-55,1
Norman Boney,male,36-45,1
James Conner,male,65+,2
Diane Marks,female,56-65,1
Robert Jones,male,46-55,4
Susan Beauchamp,female,56-65,1
Linda Fischer,female,56-65,2
Adam Gamboa,male,56-65,1
Gerald Young,male,65+,1
Gary Rojas,male,46-55,1
Reda Barnett,female,56-65,1
Timothy Clark,male,56-65,1
Frances Jamison,female,56-65,1
Stanley Coutts,male,46-55,1
Michael Mitani,male,36-45,1
Pasquale Loftin,male,46-55,1
Cynthia Duval,female,65+,1
Jason Konakowitz,male,46-55,1
Sarah Fowler,female,46-55,1
Ora Eppler,female,46-55,1
Vernon Bell,male,56-65,2
Wilbert Cross,male,36-45,1
Robert Flint,male,65+,1
Rudy Propheter,male,36-45,1
Annette Walker,female,36-45,1
Scott Jones,male,36-45,1
Herbert Delgiudice,male,18-25,8
Dorothy Wiseman,female,56-65,1
Anna Kaiser,female,36-45,1
Dora Burton,female,46-55,1
Jason Vasquez,male,65+,1
Patricia Cubbage,female,36-45,1
John Speece,male,65+,2
Maria Conroy,female,36-45,1
Issac Barnard,male,46-55,2
Pearlie Crawford,female,46-55,1
Ann Payne,female,36-45,1
Dewey Donnelly,male,36-45,1
Tommy Chavis,male,46-55,1
George Stephens,male,65+,1
George Ready,male,56-65,1
Patricia Sower,female,46-55,1
Gregory Rodriguez,male,46-55,2
Julia Goff,female,56-65,1
Jose Bowerman,male,36-45,1
Joseph Kyser,male,56-65,1
Victor Sikora,male,56-65,3
Warren Ladue,male,46-55,1
Marjorie Avallone,female,36-45,1
Karen Burt,female,56-65,1
Deborah Wong,female,56-65,1
Marcelo Maya,male,46-55,3
Raymond Rinderer,male,46-55,1
Sylvia Harmon,female,46-55,1
Chelsea Love,female,46-55,1
Mildred Tichenor,female,46-55,1
Jeremiah Wilson,male,56-65,1
Theresa Moore,female,46-55,2
Veronica Tijerina,female,36-45,1
Laurie Peck,female,46-55,1
Margaret Gudino,female,46-55,5
Raquel Nugent,female,65+,2
James Herbert,male,36-45,1
Sandy Hinkle,female,46-55,1
Rudy Bassett,male,46-55,1
Lori Osborne,female,36-45,1
Lupe Lindblom,female,46-55,3
Robert Clark,male,36-45,3
Edward Bronson,male,46-55,1
Frank Fournier,male,46-55,1
Katy Frazier,female,65+,2
Loretta Cox,female,36-45,2
Kelly Patel,female,36-45,1
Michael Thames,male,36-45,1
Jackie Savino,female,36-45,1
Dorothy Osbourn,female,46-55,1
Sandra Thompson,female,46-55,1
Luther Norstrom,male,46-55,4
Jacqueline Santana,female,56-65,1
James Pearce,male,46-55,2
Joanne Barr,female,56-65,1
Anthony Dixon,male,46-55,2
Paul Mann,male,46-55,1
Eric Whitehurst,male,46-55,1
Micheal Hopes,male,46-55,1
Gary Cannon,male,36-45,1
Candi Arnold,female,65+,1
Celina Valencia,female,46-55,1
Daniela Hardin,female,46-55,13
Troy Privitera,male,46-55,1
Glenn Hopkins,female,46-55,1
Jessica Sherwood,female,65+,5
Susan Phipps,female,56-65,1
Anthony Houston,male,46-55,2
Norbert Sherman,male,56-65,1
John Bates,male,65+,4
Pennie Hass,female,46-55,5
Nicole Stewart,female,46-55,1
Marie Mitchell,female,46-55,2
Darren Kirby,male,36-45,1
Violet Abrams,female,36-45,1
Margaret Ratliff,female,56-65,1
Melissa Phillips,female,46-55,1
Sophie Christensen,female,56-65,1
Thomas Eveland,male,46-55,1
George Jaquess,male,56-65,1
Deborah Adams,female,46-55,1
Jed Loiseau,male,46-55,1
Betty Mcmunn,female,56-65,1
John Delarosa,male,46-55,1
James Griffith,male,56-65,1
Diane Spillman,female,36-45,1
Ramona Denham,female,46-55,2
Roland Iberg,male,56-65,2
Juanita Edmonds,female,46-55,1
David Acosta,male,36-45,2
Lawrence Knight,male,46-55,1
John Mueller,male,36-45,1
Charles Golden,male,46-55,1
Connie Baker,female,36-45,1
Jennifer Roux,female,56-65,1
Evelyn Rick,female,46-55,33
Willie Hopkins,male,46-55,2
Richard Gomez,male,46-55,1
Cheryl White,female,46-55,1
Olivia Allred,female,18-25,1
Michael Burnett,male,65+,1
Kim Franklin,female,46-55,1
Kyle Hawk,male,46-55,1
Sara Laigle,female,46-55,1
Betty Thorne,female,36-45,1
Cleo Windle,female,46-55,2
Thomas Fortier,male,56-65,1
Richard Clemence,male,46-55,1
Jennifer Merrell,female,36-45,1
Angelina Saroop,female,46-55,1
Mary Mounts,female,46-55,1
Edmund Robley,male,46-55,2
Evelyn Mulinix,female,36-45,1
Roy Wright,male,56-65,1
Nancy Esparza,female,36-45,3
Claudia Grignon,female,46-55,2
Sharlene Flanders,female,56-65,1
Patrick Moore,male,56-65,1
Jeffrey Mcrae,male,56-65,1
Carin Delossantos,female,46-55,1
Ryan Mccann,male,65+,1
Jonathan Hernandez,male,65+,1
Sara Phillips,female,46-55,2
Helen Gritton,female,56-65,1
Jessica Varela,female,36-45,1
William Jackson,male,36-45,2
Sheila Bouyer,female,56-65,2
John Akin,male,46-55,1
Russell Lugo,male,65+,2
Leonard Fico,male,46-55,3
Richard Brown,male,46-55,3
Kimberly Lagasse,female,56-65,1
Portia Duffy,female,46-55,1
William Lyle,male,65+,1
Jessica Mccormick,female,36-45,1
Lesli Diego,female,46-55,1
Cleo Simon,female,65+,1
James Lenigan,male,36-45,1
Justine Cartwright,female,46-55,1
Lucy Oliva,female,65+,1
Sandra Crawford,female,65+,1
Melvin Bonebright,male,26-35,1
Lillian Nicoletti,female,65+,1
Virginia Weeks,female,36-45,1
Perry Davis,male,46-55,1
Reginald Schwab,male,65+,1
Andrew Cairns,male,56-65,1
Stephanie Kelsheimer,female,36-45,2
Thomas Rutledge,male,46-55,3
Charla Hopkins,female,65+,1
Denis Little,male,46-55,1
Pete Hopkins,male,46-55,2
Cynthia Dominguez,female,65+,3
Michael Ogrady,male,46-55,1
Bobby Martin,male,56-65,1
Jay Mallard,male,46-55,2
Sally Humphrey,female,65+,1
Franklin Giordano,male,56-65,1
Rebecca Stoskopf,female,46-55,1
Mike Hsu,male,56-65,2
Ian King,male,36-45,1
Christopher Rossi,male,56-65,1
Richard Allred,male,46-55,3
Gail Schwab,female,46-55,2
Todd Jackson,male,46-55,1
Michele Mcgonagle,female,46-55,1
Jeff Spataro,male,36-45,1
William Adams,male,46-55,2
Jennifer Lemoine,female,56-65,1
Peter Johns,male,65+,1
Frances Edwards,female,65+,1
Randy Bridges,male,65+,1
Bill Pew,male,36-45,1
Chad Schofield,male,46-55,1
William Pearcy,male,36-45,1
Joanne Obenshain,female,65+,2
Lloyd Schaupp,male,65+,1
Ed Sepulveda,male,46-55,1
Angela Smith,female,36-45,1
Debra Ogg,female,46-55,1
Jae Scott,female,36-45,2
Samuel Knights,male,46-55,1
John Suarez,male,36-45,1
David Wright,male,56-65,3
Lois Jimenez,female,36-45,1
Clyde Esperon,male,65+,1
Shirley Calhoun,female,36-45,2
Roy Mattocks,male,36-45,1
Oliver Reyes,male,46-55,1
Mike Ray,male,46-55,1
Rose Swingle,female,46-55,1
Clifford Napolitano,male,46-55,2
Paula Davis,female,36-45,1
Floyd Terrano,male,18-25,1
John Smith,male,65+,2
Theresa Bailey,female,65+,1
Illa Gizzi,female,46-55,7
David Hollander,male,26-35,1
Henry Schmitz,male,36-45,4
John Marceau,male,46-55,1
Micheal Haller,male,56-65,1
Stanley Hazan,male,36-45,2
Jacob Davidson,male,46-55,34
Louise Zucco,female,36-45,1
Joseph Holder,male,56-65,1
Lucy Huff,female,65+,1
Margaret Hardy,female,36-45,1
Beau Adcock,male,46-55,1
Sharon Russell,female,46-55,1
Michelle Wesson,female,56-65,1
Carl Pranger,male,36-45,1
David Raspberry,male,46-55,1
Jenifer Lake,female,46-55,2
Christine Lincoln,female,56-65,1
Angelo Snell,male,65+,4
Nora Kerfoot,female,65+,1
Carol Best,female,46-55,1
Velma Gurley,female,46-55,1
Cecile Malone,female,36-45,1
Jean Floyd,female,56-65,1
Willis Weese,male,46-55,1
Regina Core,female,46-55,1
Elvin Giles,male,46-55,1
Douglas Sheppard,male,46-55,1
Thomas Chambers,male,36-45,1
Ralph Biondolillo,male,56-65,5
Scott Mcmanus,male,65+,1
Frances Hart,female,56-65,2
Johnny Quintana,male,65+,1
Toby Han,male,56-65,1
Cory Crouch,male,46-55,1
Lawrence Volpe,male,46-55,1
Rafael Posey,male,65+,1
Ronald Doherty,male,46-55,1
Duane Yip,male,46-55,1
Roger Wilcher,male,46-55,18
James Morris,male,46-55,1
Israel Griffin,male,65+,1
Richard Jonas,male,65+,2
Stacy Hipp,female,56-65,1
Hector Ball,male,46-55,1
Patrick Judson,male,46-55,1
Anita Kiernan,female,36-45,1
Gregory Peres,male,46-55,2
Arlene Davis,female,56-65,7
Bonnie Thomas,female,56-65,1
Kristy Banner,female,56-65,1
Karen Watson,female,56-65,1
Kathryn Fleischmann,female,46-55,5
Lucy Griffin,female,46-55,2
Christine Wilkinson,female,65+,1
Andy Zabel,male,36-45,3
Nikki Schuller,female,46-55,2
Brian Burgoon,male,46-55,1
Michelle Newman,female,36-45,1
Virginia Parker,female,36-45,1
Jackie Gonzales,female,46-55,1
Paul Hauff,male,56-65,2
Robert Weintraub,male,46-55,1
Jonathan Escovedo,male,18-25,1
Leona Holliman,female,46-55,1
Valerie Kimmerle,female,46-55,1
Verna Rogers,female,36-45,1
Bryan Boyd,male,56-65,1
Larry Forshey,male,46-55,2
Melvin Lim,male,46-55,1
Jonathan Hagins,male,36-45,1
Yolanda Howard,female,46-55,1
John Perham,male,65+,1
Corey Willams,female,46-55,1
Maryann Brittain,female,46-55,1
Zachariah Hernandez,male,65+,1
Richard Iorio,male,46-55,1
Warren Titsworth,male,56-65,1
Teresa Flores,female,56-65,2
Teresa Carmack,female,65+,1
Judith Dibbles,female,65+,6
David Crosslin,male,56-65,1
Willa Shields,female,46-55,2
Leanne Brown,female,36-45,1
Ruth Ouellette,female,56-65,1
Lloyd Hawk,male,36-45,17
Lowell Ellis,male,46-55,1
Harold Lala,male,36-45,1
